user_name,user_id,nbr_ratings
Inbreak,42530,5071
notalush,5465,5053
Beerman6686,24249,5038
cheap,40472,5033
sonnycheeba,134872,5020
skortila,5422,5009
visionthing,91324,5003
egajdzis,6872,4989
TimE,4953,4985
Maakun,285335,4984
tom10101,126758,4976
Marheb,125948,4975
Bamsen78,215097,4952
thedm,6738,4950
Alengrin,325955,4919
JStax,104742,4909
JulienHuxley,79809,4899
Mora2000,78912,4898
snoworsummer,236434,4889
thornecb,29471,4885
Ernesto987,119773,4882
Cybercat,24501,4879
thirdeye11,90319,4874
Mr_Pink_152,295172,4728
Cornfield,14352,4710
ThomasE,10260,4710
charlotte,47786,4701
HildigÃ¶ltur,1782,4701
ClubGonzo,92005,4683
Arve_Christian,160645,4668
Beershine,59221,4645
Aurelius,1976,4635
Bragesnak,71883,4627
heemer77,5001,4609
zacgillbanks,18863,4604
CapFlu,6162,4595
SlovakSniper,104537,4578
jkwood04,99464,4563
Garrold,252480,4546
BrewDad,10637,4546
Beersiveknown,128086,4538
nearbeer,48884,4529
thebeertourist,22836,4517
BeerViking,73218,4502
Rciesla,31217,4486
BoBoChamp,78749,4461
KansaiBeerLvrs,236410,4446
djoeye,262337,4445
hayduke,11952,4436
superspak,105791,4421
BÃ¼ckDich,6337,4420
RichardGretton,3700,4418
badlizard,50760,4417
muzzlehatch,956,4400
Miksu,35964,4398
MrTipple,262336,4393
beerguy101,5566,4388
minutemat,265702,4371
stevoj,162378,4354
presario,5348,4354
SHIG,32788,4348
jbrus,1102,4346
SinH4,324362,4302
Geiserich,4485,4297
mar,57236,4295
oldrtybastrd,28586,4285
Kavu,72774,4273
badgerben,5628,4269
hotstuff,7075,4240
Dickinsonbeer,3701,4218
kerenmk,138565,4218
kidmartinek,63443,4205
MarcoDL,268700,4204
sayravai,9509,4199
OleR,32082,4198
chinchill,114306,4198
tricksta_p,273837,4177
sic1314,122752,4155
vipinvelp,142274,4154
robinvboyer,31165,4096
rodenbach99,61913,4096
SarkyNorthener,206213,4093
Palme,114361,4083
tiggmtl,8858,4079
ChainGangGuy,32031,4066
travita,48824,4057
DanielBrown,7204,4053
Grzesiek79,137077,4046
rumproasts,171439,4042
burg326,128299,4039
stouby,14458,4037
AdamChandler,154569,4028
Bullit,55663,4008
JohnnyJ,35349,4007
Homer321,67955,3990
ads135,137798,3974
sfhodense,49156,3973
michael-pollack,3415,3956
Cavie,64290,3946
Martinus,84766,3940
JohnRMurdoch,101299,3933
rondphoto,65843,3931
Eructoblaster,10474,3928
goozen,19221,3898
DiarmaidBHK,115950,3889
DialSquare,48899,3889
Nekronos,16304,3854
MrHangover,125945,3847
culchiem,103887,3829
jkwalking05,55323,3826
alex_leit,243248,3825
martjoobolut,286327,3820
markwise,56034,3815
nilsas,232269,3746
ShivanDragon,217118,3743
jsquire,3624,3741
emacgee,31629,3732
Thorpe429,87126,3721
edgallow,133209,3719
Ktwse,120679,3719
_angst_,127604,3716
IndianaRed,10229,3716
Wim,51858,3707
Nate,4011,3706
thegreenrooster,8573,3706
maxwelldeux,162428,3694
hughie,21063,3682
markextrae,254731,3680
bartlebier,172482,3679
daje,112867,3678
TomDecapolis,17633,3676
sjogro,306831,3673
unclemattie,38557,3672
Blairgus,122397,3671
Lowenbrau,37316,3669
Vighals,271988,3666
rauchbier,2463,3658
mile,91027,3654
shoulderbroken,61731,3653
goldtwins,3737,3653
nickd717,70964,3640
jbruner,163528,3639
rickgordon,6517,3634
melush,145812,3613
beastiefan2k,7542,3609
tmoreau,59428,3601
Grovlam,42635,3601
johnnnniee,60182,3582
nick76,18465,3574
Vaiz,97520,3568
jesperhammer,87088,3566
Crit,6116,3566
hawthorne00,95424,3549
BillKismet,2695,3531
Aniela,121250,3529
GRM,32325,3523
jandd1983,121903,3521
VsXsV,112983,3507
CanIHave4Beers,54799,3497
ElDesmadre,126595,3496
martin00sr,285180,3484
Habanero,19032,3478
Nuffield,3806,3477
theisti,43230,3472
teddybeer,48017,3456
Frank,5777,3440
gam,64732,3432
Spab,75242,3427
IrishBoy,30668,3420
probstblueribbon,33703,3413
Headbanger,35392,3399
mathieuc,142195,3388
DedicatedToFun,103771,3386
Ron,1506,3376
tkrjukoff,101339,3376
jamestulloch,138957,3373
dEnk,88581,3370
Iznogud,296471,3362
maekchu,15070,3359
esjaygee,69022,3358
FlacoAlto,8187,3350
BelgianBeerGal,46195,3336
FrankJohansen,17647,3332
andrewje41,268723,3331
SirLimpsalot,98791,3318
SSSteve,19607,3309
Holmen2,214655,3292
Jow,91588,3292
LilBeerDoctor,69713,3285
thomat,37232,3283
pintbypint,13929,3267
gegwilson,245444,3256
RexTalionis,108082,3254
kiwianer,88501,3254
TURDFERGUSON,22844,3252
boFNjackson,26981,3248
Jukkabro,12127,3241
MisoW,251439,3238
brnandersen,118112,3234
Vignale,107573,3228
zach8270,8640,3226
Gerbeer,165781,3221
Enjoyit,31991,3220
patrick767,28671,3217
Jerre,40399,3214
Tide,169423,3205
northropfrye,132236,3202
SledgeJr,10242,3201
MrChopin,74452,3193
sunevdj,21036,3179
Butters,67029,3168
alobar,24183,3163
DwarfeD,239903,3162
tommann,100801,3160
maniac,20993,3152
JCB,37058,3144
tomer,44534,3138
mzaar,117914,3132
Kinz,7477,3130
Metalchopz,102650,3112
rami_pl,324528,3103
abemorsten,87513,3101
stobbe74,48598,3101
nihtila,361422,3099
hackobock,132930,3097
aracauna,3782,3097
Viper666,22083,3088
DYCSoccer17,2164,3078
beerbuzzmontreal,11473,3075
suurjuust,115208,3075
hawanna,162742,3069
jrob21,24582,3063
weihenweizen,98012,3059
shigadeyo,39793,3059
fombe89,250510,3056
callmemickey,92897,3055
GregClow,5522,3038
JefVerstraete,102118,3037
puboflyons,54937,3027
Aubrey,63,3016
beerbill,21668,3016
GeneralGao,23802,3003
cfrancis,84714,3002
Zlotta,328256,2986
drjay44,14718,2983
NachlamSie,25625,2982
Steve_0,145407,2981
drpimento,20237,2975
HonkeyBra,67370,2970
Brigadier,30458,2967
SpringsLicker,9892,2966
jake65,33586,2961
rouhlas,137088,2959
Minderbinder,158680,2958
rederic,18236,2951
alexanderj,41997,2939
Werckmeister,320712,2937
Terminus,3530,2919
KAggie97,12976,2908
ansalon,233022,2906
ante,6974,2896
dfinney23,96358,2883
markoijelena,305728,2866
DougShoemaker,2966,2866
evergreen0199,13893,2861
john44,295373,2858
bluevegie,7948,2857
jjsint,138581,2854
queenholly,88072,2853
Grumbo,118968,2853
Beerdedone,36258,2852
OldGrowth,6424,2851
PotjeBier,97091,2841
jcnielsen,162886,2840
Reynolds314,114741,2838
Huhzubendah,96987,2833
beernovice39,92997,2832
joe19612,47277,2831
andrepintado,135175,2828
drewbeerme,19069,2827
50belair,107313,2824
trapped,27227,2823
Calisky,106177,2818
finol,80747,2812
Yves,67128,2810
Ed5388,232213,2800
Davros,73651,2793
Elwood,87609,2793
Quevillon,31829,2792
planky84,85632,2791
ruigo,239333,2791
kryon,124875,2786
Eyedrinkale,6250,2784
maneliquor,120368,2784
stravale,102374,2770
LinusStick,44763,2763
DarkElf,10361,2762
TEJA,31382,2758
bergstaden,89413,2755
SlackerMads,227260,2748
Capa,31439,2743
hershiser2,9747,2738
asheft,17962,2735
GonZoBeeR,9334,2730
smith4498,61830,2730
Maverick34,44939,2730
Kristall-KÃ¶nig,128589,2719
jb,6322,2718
1FastSTi,18592,2716
angel77,253265,2716
willisread,355741,2710
koleminer20,264402,2708
ALLOVATE,16885,2706
Korcz,431988,2704
Bart,25562,2701
dnstone,86869,2681
Gorbalev,10314,2676
Christpuncher,223825,2667
SrSilliGose,56659,2665
Jorn69,256066,2662
Towey1989,352852,2656
MrOrla,349281,2655
TET,53896,2655
Lukaduke,162663,2649
Lilja,161177,2647
hirigalzkar,49441,2647
Embrouille,18947,2645
reggiedunlop,84999,2643
ThirstyBird,74220,2639
thorongil2,80551,2638
Bosbouw,249738,2635
WeeHeavySD,40553,2624
MarkoNm,78156,2623
Pawola22,78334,2616
JanLaursen,86645,2604
Erasmus_ro,123316,2603
heavy,59683,2600
adamnowek,335427,2593
hellbilly,53024,2587
Defreni,55258,2585
Brandman,85449,2584
niquillis,127125,2584
BenH,126402,2578
umich03jm,104314,2576
RuneStumo,77801,2573
User37895,37895,2566
TheEpeeist,33783,2562
madvike,86632,2558
Itzjerm,87376,2554
pineypower,11299,2553
PilsnerPeter,36307,2553
chibuck,92819,2552
bursprak,285421,2548
Chudwick,105404,2547
Benjii,111377,2547
lithy,69432,2544
s_hartshorne,289628,2542
puzzl,22192,2541
keepersj12,48401,2536
unclemike,68760,2536
Beerlando,54221,2531
blackisle,267220,2524
PriorL,122691,2524
auerbrau,19102,2519
AWISLguy,53128,2516
Shag,5370,2511
mjg74,1458,2508
Palidor19,11056,2499
esp0r,121590,2497
NikkTwist,166860,2487
DrnkMcDermott,7062,2486
tgncc,33895,2486
kmweaver,30520,2485
ryan,23848,2485
MadRobin,164684,2481
garthicus,30639,2480
merc7186,281595,2478
Silphium,6774,2474
Marsiblursi,36644,2470
NobleSquirrel,11427,2468
jeremytoni,34854,2467
Art,127991,2460
italianjohn,68931,2457
islay,44516,2456
baraciisch,68527,2445
troyc,35242,2439
hallinghansen,83066,2432
Storm,22886,2431
pivo,1530,2428
Lore,219922,2427
austinpowers,3677,2423
pilsnerrogge,2862,2422
RW80,283582,2415
mateuszk,255258,2414
msbernac,276579,2413
harlequinn,6411,2409
Jeppe,9058,2408
Beese,54941,2407
Ober,67746,2406
Niko100,95728,2399
Volgon,619,2393
malrubius,50823,2383
suprchunk,106360,2380
rikstar,265234,2376
Shaney,131101,2373
JohnC,2715,2372
Bacterial,141522,2372
biirusaikou,270143,2371
sloth,5649,2368
dnicolaescu,238959,2366
k0mpsa,168560,2363
cbfobes,110475,2354
cards04,136461,2352
Fratto,65162,2343
Turtles,333213,2338
Gusler,46,2332
UDBeernut,131100,2331
rougeau13,110664,2328
Gethinbeer,30267,2324
BREWMUSKCLES,22854,2322
TXBadger,295864,2321
BRW,164670,2319
TAR,1274,2319
YogiBeera,4694,2317
CloakedDagger,232863,2315
DeanF,91686,2308
PhillyBeer2112,39,2307
pushkinwow,52892,2306
rxeight,139874,2301
jonno,43711,2297
beerinmarch,89446,2294
jazz88,3847,2293
vinivini,266560,2293
radiomgb,3787,2292
rejtable,121285,2292
jimhilt,8508,2288
Gription79,46847,2286
jmagnus87,125305,2275
Bockyhorsey,17434,2275
VT,138300,2266
NosirIwont,12305,2263
Mungo,9107,2262
mariuspoenari,381995,2260
DCLawyer,221043,2256
Snojerk321,34363,2256
DrNosha,383293,2255
glennmastrange,49098,2255
willblake,8089,2255
SphinxTX,65764,2253
sir__v,142513,2252
joet,954,2252
cbkschubert,13221,2252
Spiesy,7180,2249
dutchbeerpages,90750,2241
Abijen,248782,2240
rubbishystuff,107840,2237
Hophead22,75354,2237
Indra,367,2233
ABUSEDGOAT,19688,2227
Grima,96891,2227
bulldogops,93397,2227
bpreo,95690,2225
ippopotamo36,132117,2220
patricks110,72072,2218
TheGrandMaster,16264,2217
WillRunForBeer,271262,2214
Cool_Bond,203936,2208
TheJester,39166,2206
Block,76805,2206
armando629,62126,2203
Muggus69,44621,2200
Dorqui,17425,2194
BOSSbrewer,257643,2188
Dorwart,6181,2186
Tranquillity,34424,2186
dchmela,50487,2165
ciocanelu,274310,2163
Damico,76253,2157
CraftBeerNick,134671,2157
CH-303,58184,2151
piscator34,10311,2149
Mortlach,125872,2147
OhioDad,21222,2145
wekker84,97919,2145
rdixon77,139779,2145
Beergeek23322,245362,2139
pantanap,48275,2139
Fatehunter,160577,2139
BrewBoxer,103830,2137
Ethereal,40754,2136
wheresthepath,74729,2132
jcr,23243,2126
MrBunn,17084,2125
BOLTZ7555,66017,2124
robertsreality,6785,2124
EdKing,124233,2123
corby112,55936,2120
Drew,3280,2117
iowaherkeye,28385,2117
ucusty,51369,2110
lb4lb,55018,2109
markas101,23043,2105
Lagerboy,68142,2099
drsordr,237812,2098
TheCametron,132157,2092
adasko,323321,2086
VertBaconStrips,35363,2082
Schroppfy,16936,2079
gripweed57,60778,2077
tectactoe,217974,2075
AlainG,94666,2074
tronraner,24911,2073
nybol,61403,2072
MIBRomeo,11980,2068
anstei,288109,2068
Reid,7125,2063
Vac,5253,2061
jamaty,131219,2061
Rubin77,367143,2059
jamesie1857,166482,2054
GothGargoyle,129822,2054
ilovedarkbeer,37192,2050
POLK,36236,2048
Bierkrug,81218,2046
RasmusOtt,105312,2045
TheJestersBeer,126160,2039
fordest,21118,2036
gregwilsonstl,139704,2034
BDR,48277,2031
MadIndian,42903,2030
Klimaet,313800,2027
DaSilky1,3950,2026
Atom,96420,2023
Niall73,255439,2018
SamGamgee,59810,2018
danlo,223863,2017
Imaena,61944,2016
NordicV,132002,2014
Psytron,54507,2013
r464,7712,2009
freekyp,4098,2003
Fred82,79806,2001
Swaroga,137460,1994
wedgie9,19747,1993
Walt,7156,1988
Beerona97,86154,1982
troopie,41938,1981
Nickls,89991,1980
jerohen,995,1977
mgajdaczewa,254570,1974
mds,5899,1971
Slipstream,58060,1965
rudolf,9118,1963
durhambeer,69057,1962
Mads Langtved,1793,1962
Emeister84,167245,1961
JorgeLee,134840,1960
Saeglopur,285296,1958
fajry,191020,1957
ramboraffe,302488,1955
Sebilinz,251430,1953
Panzuriel,5398,1952
GG,30911,1951
Errl,138439,1950
Furseth,29024,1950
arkurzynski,63469,1950
undercurrent25,81514,1949
Ontbeertaster,112756,1947
Bif,77831,1947
Russo,52332,1944
fluffy,71508,1943
Kita,132937,1943
Jimthechap,41338,1943
barncatmatt,54825,1942
punkska101,24614,1936
Gr0ve,5144,1925
sm89walt,60208,1925
tmongoose,45064,1923
davidm,85678,1923
boxofrane,82915,1918
kingstoni,138673,1917
corkyrory66,146571,1915
rarbring,104819,1914
ration,134159,1910
jcartamdg,127131,1909
NYHarvey,13488,1908
NoiZe,13438,1907
ElGaucho,4111,1904
Joeh,2876,1903
phishpond417,63197,1899
csaso,131116,1894
kook,6146,1892
BroSpud,87091,1890
androman,281573,1886
legion242,1352,1886
StefanSD,56291,1886
whaleman,5299,1885
BeerLimey,849,1882
OldMrCrow,24014,1881
fidelis83,65408,1881
Stefano,39909,1879
boto,154,1877
obxdude10,1841,1875
Zymurgeist2,97698,1875
ryanfolty,130905,1874
Michael27,394145,1873
Pigfoot,7806,1870
redlight,24088,1867
Whatup14,188026,1866
illidurit,64001,1865
JDBaker11058,106559,1864
kwik-lime,824,1862
dirtymike,4379,1862
SDalkoholic,14086,1860
17thfloor,38135,1859
boozedude,150742,1857
savnac,79410,1855
Renobob,289413,1850
sneagrams3,25764,1849
beersearcher,92942,1847
JonMoore,13358,1847
GTAEgeek,108216,1846
Nische,134329,1845
mkobes,5464,1845
Hoppy_Luke,300157,1844
adrian910ss,10323,1836
gsmitty80,5884,1834
bager,31119,1834
craftycarl21,67766,1834
bitbucket,36126,1830
sseb69,87951,1829
Stew41,14727,1827
Leini,242267,1824
illinismitty,29952,1824
kevinsenn,79525,1824
Rosebud butternuts,75122,1823
ladnewton,91687,1823
ALIBALI,381404,1822
Leafs93,99740,1821
fata2683,55046,1821
BeerBaboon,113035,1820
fugitive,90442,1820
WillemsUrenkel,248667,1818
Gary,78226,1818
Alusmamuts,231465,1815
zvsn,260049,1814
EHSRanders,40976,1810
MaBeer1972,8093,1803
dlovell2,61185,1802
TheBeerOrg,15362,1801
Sarlacc83,90505,1800
SVD,240051,1799
shadey,2870,1798
kwoeltje,6315,1797
ken1,120893,1796
McNeillR,150807,1796
bubbleflubber,14154,1792
Darkmagus82,318304,1792
miquelcrush,239734,1792
Lunkie,12114,1791
Foxbush,4311,1790
MrManning,10724,1790
tmrmwel,87692,1790
ineedbeer,127451,1789
Alphadelic,83289,1787
tia,127077,1784
portableparty,97357,1779
Prufrockstar,195871,1777
Angeloregon,26184,1774
robforbes,55364,1774
Kevin,11424,1774
koshack,266413,1772
llkc,270582,1772
lesifflebiere,237596,1770
popery,69847,1767
scraff,4894,1762
freretoc,279109,1761
Kauge,318912,1758
JFGrind,2608,1755
sdmmb,118863,1754
ROGUE,38596,1753
rocbyter,42300,1750
dfearnley,167970,1750
MrRomero,3083,1750
Florya,350699,1750
katrinaez,331396,1748
scrizzz,57624,1746
KeefOz,174823,1746
ctipping,124486,1745
VamboladeTolly,321788,1744
HuskerTan,265271,1743
kevinator,119235,1739
back,20861,1737
vanvenlo,12138,1737
mcox90,50672,1736
Sparky,59761,1736
ElManana,278405,1735
monk191,137198,1735
tarjei,51780,1735
peponi,243001,1733
Nocturne,148306,1732
tfredvik,123956,1731
StevieT,258264,1730
Bule,58256,1730
poisoneddwarf,93638,1726
mithe,92650,1721
dynamiteninja,85382,1720
MaartenRF10,123647,1717
wyzzywyz22,65657,1714
MilkmanDan,1094,1712
Westchesterco,238874,1711
LordCorkscrew,55920,1711
hophead75,30651,1710
Slick,1522,1708
mmahut,106485,1708
Arayaga2,18998,1707
GoufCustom,233863,1696
ross,7393,1695
neepsntatties,86560,1693
That1Guy,74429,1693
shp555,22787,1691
zebra,99192,1690
frankenkitty,18655,1690
TheHOFF43,201344,1687
milewide,22437,1686
conway,149369,1686
msante79,49415,1683
wchesser,101290,1682
thirstyrabbit,110823,1680
Immy,23522,1680
TaxiDriver,54293,1678
Luvystypotables,275076,1675
Gorm,232263,1674
ronaldtheriot,92202,1670
oteyj,61657,1668
tombyars,62163,1668
jeffc666,8263,1662
Foffern,107939,1662
SeniorZozo,303997,1660
charule,236369,1650
crazyvin,6073,1647
UXO,313112,1646
KingCecil,113356,1645
Enniskillen,6692,1640
blklab2007,51878,1640
closey22,50767,1637
stegosaurus,22499,1633
thanatosti,139829,1631
Styles,16839,1631
tomthompson89,31108,1627
ContemplateBeer,79318,1625
liinis,71317,1624
badnewsbeers,14753,1623
VDuquerroux,139878,1622
StewardofGondor,16670,1619
yourilevesque,243454,1619
sliffy,23979,1618
seymour,105950,1615
Trev,20824,1613
Manslow,175852,1612
Sevenlee,120639,1609
RCL,28188,1608
beerbaaron,219994,1607
gopherfan99,139279,1607
kajser27,288602,1600
JoeM500,3598,1600
rayaron,253117,1598
RSRIZZO,36329,1597
pootzboy,11041,1596
dimenhetfield,76732,1594
Goodgrief,22626,1593
nealblind,92636,1591
Westmeister,127254,1587
BeerCast_Rich,110264,1585
danielyabu,65483,1582
Sham,6339,1582
mikske79,252435,1580
Icedwarf,296905,1580
Vells,221879,1577
rand,102920,1576
Andrew196,1780,1575
SuIIy,20267,1574
AgentAle,283320,1571
RichardW,86151,1570
Dfonorow,91674,1570
jjgmd,135875,1569
williamstome,101143,1566
hombrepalo,51050,1565
Vestergaard,173938,1564
jfm,7949,1563
SDbruboy,7462,1557
XmnwildX12,121664,1552
craftbeerdesign,55956,1551
diabel,4916,1550
worldbeertaste,123886,1550
Sissio,258961,1548
Japalo,120892,1548
haukur,6938,1548
beer-yum,234768,1547
pinkzambia,22504,1544
BeerPrince,6725,1544
Reimer96,208156,1543
RAYBOY01,18266,1543
josanguapo,367394,1541
Pwn3d,54399,1535
philbertk,10022,1535
jaymobrown,3943,1534
21iceman40,1500,1533
SuperDave,44972,1531
BeerHawk,23228,1531
holdenn,37237,1520
jason,31122,1519
sharkydodson,286815,1517
DocJitsu,236886,1516
dcschiller,92020,1515
MetalNHopHead,294405,1514
Franckg,229832,1511
Saarlander,12800,1509
Lonick,152888,1508
aleksander9,227386,1507
HonusWagner,97108,1504
inbirraveritas,97302,1503
JensenTaster,11022,1500
mjik83,288772,1500
Beerhammaren,156129,1499
Linnet,80423,1498
mgumby10,21489,1496
Dazz3,120599,1496
prawlie,117090,1496
Mjp12,278251,1492
ansjelaah,133411,1491
DerWeg,16836,1490
Crosling,15719,1489
coldbrewky,34274,1489
MacBoost,108035,1488
ChadPolenz,99523,1487
Lumpy,11207,1485
tjthresh,13499,1484
KW92,351423,1483
ordybill,327076,1480
tnkw01,70263,1479
YourDarkLord,9534,1478
zoucrew102,221467,1478
zdk,91141,1478
tlind2,72639,1477
DavidP,3274,1475
SG111,317207,1474
Ysok02,349435,1474
raymow,3954,1472
Niller,235310,1471
Abio,100934,1471
ghawener,9307,1469
Rotin,334211,1468
skoisirius,34525,1467
OllieBBommel,48024,1467
jstraw,48641,1467
ametras,281406,1466
Mark_Eck,301018,1466
bluejacket74,96787,1465
Ascelja,328122,1464
PabloZab,346728,1463
StueyD,34049,1462
Jesterdeal,124478,1462
DalzAle,78440,1460
jhamp9,142215,1458
guzzler67,6979,1458
Gaultier,256550,1457
mike5326,106079,1457
GreatLibations,30514,1453
topherh,30506,1452
Beerdrinker79,93457,1451
11026,11026,1450
beerplace,247503,1450
yobdoog,23238,1448
HopfenWeisse,166355,1446
GAManiac,58401,1445
nate2g,43022,1444
JK54B,75002,1440
yy0pp,323799,1438
cpetrone84,99545,1437
AtronSeige,190730,1436
jefcon,13522,1434
rmussman,50553,1432
Stuartyboy,227245,1431
andyhwcinc,95329,1427
Murphy,2971,1426
Odeed,12055,1426
sinfull,194144,1425
Stine,41552,1425
Stoned99,339387,1424
kathouse,9801,1421
kiefdog,71499,1417
60minuteman,146310,1417
Barreras,86641,1417
Johnsense,124850,1415
GlasgowTAD,292309,1413
KoNrRiI,138435,1412
Trolleo,232404,1406
jinroh,258477,1406
rafael52,354804,1402
DraftDodger,357920,1401
RedSox2004,67064,1400
wxman,10885,1398
Nordcore,88264,1397
wetherel,51023,1397
olliejobbins,229286,1396
gramity,121040,1396
zgaier,136526,1395
GranvilleTim,86237,1392
weaselkenievil,65442,1392
redders1974,357380,1391
changeup45,72984,1391
JoeinDahlem,45760,1390
Rustyham,75350,1388
borre_m,282234,1386
